continent	Asia	31.484981	117.378882
continent	Europe	48.738832	9.636237
continent	NorthAmerica	28.2367447	-97.738017
continent	Africa	0.808069 23.599643
continent	SouthAmerica	-13.083583	-58.470721
continent	Antarctica	-67.719101	96.133639
